PRICE_LIST	LIST_PRICE	DISCOUNT_TYPE	DISCOUNT_RATE	COMMISSION_POINTS	COMMISSION_VOLUME	PRODUCT_NUMBER	PRODUCT_CLASS	CATEGORY_NAME	PRODUCT_DESCRIPTION	IMAGE_FILENAME_LARGE	PRODUCT_LONG_DESCRIPTION	EOL:EOL
Customer	52		%	52	52	6290860	Core Products	PCTOP	Woven Traditions® Kitchen Crock with WoodCrafts Topper Sage	6290860.jpg	Our Woven Traditions Kitchen Crock with WoodCrafts Topper is a beautiful kitchen accent, and so useful too. Perfect for utensils, cookies, oatmeal packets or raw non-perishables. 5 1/4"d (top) x 6 1/4"d (bottom) x 7 3/8"h; 75 oz.	EOL:EOL
Consultant	52	P	25%	52	52	6290860	Core Products	PCTOP	Woven Traditions® Kitchen Crock with WoodCrafts Topper Sage	6290860.jpg	Our Woven Traditions Kitchen Crock with WoodCrafts Topper is a beautiful kitchen accent, and so useful too. Perfect for utensils, cookies, oatmeal packets or raw non-perishables. 5 1/4"d (top) x 6 1/4"d (bottom) x 7 3/8"h; 75 oz.	EOL:EOL
Employee	52	P	50%	52	52	6290860	Core Products	PCTOP	Woven Traditions® Kitchen Crock with WoodCrafts Topper Sage	6290860.jpg	Our Woven Traditions Kitchen Crock with WoodCrafts Topper is a beautiful kitchen accent, and so useful too. Perfect for utensils, cookies, oatmeal packets or raw non-perishables. 5 1/4"d (top) x 6 1/4"d (bottom) x 7 3/8"h; 75 oz.	EOL:EOL
Customer	52		%	52	52	6290870	Core Products	PCTOP	Woven Traditions® Kitchen Crock with WoodCrafts Topper Eggplant	6290870.jpg	Our Woven Traditions Kitchen Crock with WoodCrafts Topper is a beautiful kitchen accent, and so useful too. Perfect for utensils, cookies, oatmeal packets or raw non-perishables. 5 1/4"d (top) x 6 1/4"d (bottom) x 7 3/8"h; 75 oz.	EOL:EOL
Consultant	52	P	25%	52	52	6290870	Core Products	PCTOP	Woven Traditions® Kitchen Crock with WoodCrafts Topper Eggplant	6290870.jpg	Our Woven Traditions Kitchen Crock with WoodCrafts Topper is a beautiful kitchen accent, and so useful too. Perfect for utensils, cookies, oatmeal packets or raw non-perishables. 5 1/4"d (top) x 6 1/4"d (bottom) x 7 3/8"h; 75 oz.	EOL:EOL
Employee	52	P	50%	52	52	6290870	Core Products	PCTOP	Woven Traditions® Kitchen Crock with WoodCrafts Topper Eggplant	6290870.jpg	Our Woven Traditions Kitchen Crock with WoodCrafts Topper is a beautiful kitchen accent, and so useful too. Perfect for utensils, cookies, oatmeal packets or raw non-perishables. 5 1/4"d (top) x 6 1/4"d (bottom) x 7 3/8"h; 75 oz.	EOL:EOL
Customer	52		%	52	52	6290890	Core Products	PCTOP	Woven Traditions® Kitchen Crock with WoodCrafts Topper Ivory	6290890.jpg	Our Woven Traditions Kitchen Crock with WoodCrafts Topper is a beautiful kitchen accent, and so useful too. Perfect for utensils, cookies, oatmeal packets or raw non-perishables. 5 1/4"d (top) x 6 1/4"d (bottom) x 7 3/8"h; 75 oz.	EOL:EOL
Consultant	52	P	25%	52	52	6290890	Core Products	PCTOP	Woven Traditions® Kitchen Crock with WoodCrafts Topper Ivory	6290890.jpg	Our Woven Traditions Kitchen Crock with WoodCrafts Topper is a beautiful kitchen accent, and so useful too. Perfect for utensils, cookies, oatmeal packets or raw non-perishables. 5 1/4"d (top) x 6 1/4"d (bottom) x 7 3/8"h; 75 oz.	EOL:EOL
Employee	52	P	50%	52	52	6290890	Core Products	PCTOP	Woven Traditions® Kitchen Crock with WoodCrafts Topper Ivory	6290890.jpg	Our Woven Traditions Kitchen Crock with WoodCrafts Topper is a beautiful kitchen accent, and so useful too. Perfect for utensils, cookies, oatmeal packets or raw non-perishables. 5 1/4"d (top) x 6 1/4"d (bottom) x 7 3/8"h; 75 oz.	EOL:EOL
Customer	67		%	67	67	6309930	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Cornflower	6309930.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Consultant	67	P	25%	67	67	6309930	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Cornflower	6309930.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Employee	67	P	50%	67	67	6309930	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Cornflower	6309930.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Customer	67		%	67	67	6309940	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Paprika	6309940.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Consultant	67	P	25%	67	67	6309940	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Paprika	6309940.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Employee	67	P	50%	67	67	6309940	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Paprika	6309940.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Customer	67		%	67	67	6309960	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Sage	6309960.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Consultant	67	P	25%	67	67	6309960	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Sage	6309960.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Employee	67	P	50%	67	67	6309960	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Sage	6309960.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Customer	67		%	67	67	6309970	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Eggplant	6309970.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Consultant	67	P	25%	67	67	6309970	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Eggplant	6309970.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Employee	67	P	50%	67	67	6309970	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Eggplant	6309970.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Employee	67	P	50%	67	67	6309990	Core Products	PCTOP	Woven Traditions® Footed Bowl & Topper Ivory	6309990.jpg	The Woven Traditions Footed Bowl with WoodCrafts Topper is a must-have bowl! Perfect for fruit, salads, or a wonderful centerpiece! WoodCrafts Topper is 100% maple and striped with a combination of dark and light wood to give it a butcherblock look and has been treated with food-grade Mineral Oil -- hand wash only. Vitrified for safe use in the oven, microwave, dishwasher and freezer. Set includes Bowl (10"d x 4 1/2"h; 96 oz.) and Topper.	EOL:EOL
Consultant	59	P	25%	59	59	6325040	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Paprika	6325040.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinntertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Employee	59	P	50%	59	59	6325040	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Paprika	6325040.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinntertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Customer	59		0%	59	59	6325040	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Paprika	6325040.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinntertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Consultant	59	P	25%	59	59	6325060	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Sage	6325060.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinnertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Customer	59		0%	59	59	6325060	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Sage	6325060.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinnertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Employee	59	P	50%	59	59	6325060	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Sage	6325060.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinnertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Consultant	59	P	25%	59	59	6325070	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Eggplant	6325070.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinntertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Employee	59	P	50%	59	59	6325070	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Eggplant	6325070.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinntertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Customer	59		0%	59	59	6325070	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Eggplant	6325070.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinntertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Consultant	59	P	25%	59	59	6325090	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Ivory 	6325090.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinntertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Employee	59	P	50%	59	59	6325090	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Ivory 	6325090.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinntertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Customer	59		0%	59	59	6325090	Core Products	PCTOP	Woven Traditions® 3-Piece Dinnerware Set Ivory 	6325090.jpg	Set a beautiful table in style! Dress this versatile 3-Piece Dinnerware Set up or down to help create just the dinntertime mood for any occasion and ushered to the dishwasher after guests are gone. Set includes Dinner Plate, Bread Plate and Soup & Salad Bowl.	EOL:EOL
Consultant	236	P	25%	236	236	6325240	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Paprika	6325240.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls.	EOL:EOL
Employee	236	P	50%	236	236	6325240	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Paprika	6325240.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls.	EOL:EOL
Customer	236		0%	236	236	6325240	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Paprika	6325240.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls.	EOL:EOL
Consultant	236	P	25%	236	236	6325260	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Sage	6325260.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls. 	EOL:EOL
Employee	236	P	50%	236	236	6325260	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Sage	6325260.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls. 	EOL:EOL
Customer	236		0%	236	236	6325260	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Sage	6325260.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls. 	EOL:EOL
Customer	236		0%	236	236	6325270	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Eggplant	6325270.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls.	EOL:EOL
Consultant	236	P	25%	236	236	6325270	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Eggplant	6325270.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls.	EOL:EOL
Employee	236	P	50%	236	236	6325270	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Eggplant	6325270.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls.	EOL:EOL
Consultant	236	P	25%	236	236	6325290	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Ivory	6325290.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls.	EOL:EOL
Employee	236	P	50%	236	236	6325290	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Ivory	6325290.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls.	EOL:EOL
Customer	236		0%	236	236	6325290	Core Products	PCTOP	Woven Traditions® 12-Piece Dinnerware Set Ivory	6325290.jpg	Woven Traditions® 12-Piece Dinnerware is the most versatile pottery there is and is designed to use daily. Put it to the test -- bake it, freeze it, microwave it and toss it in the dishwasher for easy clean-up. Features four sets of the pieces your family uses most: Dinner Plates, Bread Plates and Soup & Salad Bowls.	EOL:EOL
Consultant	36	P	25%	36	36	5182765	Core Products	PCTOP	WoodCrafts Bottom Shelf Black	5182765.jpg		EOL:EOL
Employee	36	P	50%	36	36	5182765	Core Products	PCTOP	WoodCrafts Bottom Shelf Black	5182765.jpg		EOL:EOL
Customer	36		%	36	36	5182765	Core Products	PCTOP	WoodCrafts Bottom Shelf Black	5182765.jpg		EOL:EOL
Customer	60		%	60	60	6325640	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Paprika	6325640.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces.	EOL:EOL
Consultant	60	P	25%	60	60	6325640	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Paprika	6325640.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces.	EOL:EOL
Employee	60	P	50%	60	60	6325640	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Paprika	6325640.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces.	EOL:EOL
Customer	60		%	60	60	6325660	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Sage	6325660.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces.	EOL:EOL
Consultant	60	P	25%	60	60	6325660	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Sage	6325660.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces.	EOL:EOL
Employee	60	P	50%	60	60	6325660	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Sage	6325660.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces.	EOL:EOL
Customer	60		%	60	60	6325670	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Eggplant	6325670.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces.	EOL:EOL
Consultant	60	P	25%	60	60	6325670	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Eggplant	6325670.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces.	EOL:EOL
Employee	60	P	50%	60	60	6325670	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Eggplant	6325670.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces.	EOL:EOL
Customer	60		%	60	60	6325690	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Ivory	6325690.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces. <br /><br /><font color="red"><strong>Ivory is currently OUT-OF-STOCK and will ship in approximately 8 - 12 weeks. </strong></font>	EOL:EOL
Consultant	60	P	25%	60	60	6325690	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Ivory	6325690.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces. <br /><br /><font color="red"><strong>Ivory is currently OUT-OF-STOCK and will ship in approximately 8 - 12 weeks. </strong></font>	EOL:EOL
Employee	60	P	50%	60	60	6325690	Core Products	PCTOP	Set of 4 Woven Traditions® Mugs Ivory	6325690.jpg	Your morning beverage will stay hotter a lot longer in our Woven Traditions Mugs. Once you use this little mug, you'll be hooked on how durable, versatile and easy to clean Longaberger Pottery® is. You can even bake in them. Perfect for individual brownie sundaes for your next family dinner, or for a great gift, fill with candy and wrap with cellophane and a ribbon. Includes 4 Mugs. <br />3 1/2"d x 4"h; Capacity: 12 ounces. <br /><br /><font color="red"><strong>Ivory is currently OUT-OF-STOCK and will ship in approximately 8 - 12 weeks. </strong></font>	EOL:EOL
$350 Host Exclusive 	111		%	0	0	6326240	Core Products	PCTOP	$350 Host Woven Traditions Accessory Bundle Paprika	unavailable.jpg		EOL:EOL
$500 Host Exclusive	111		%	0	0	6326240	Core Products	PCTOP	$350 Host Woven Traditions Accessory Bundle Paprika	unavailable.jpg		EOL:EOL
$350 Host Exclusive 	111		%	0	0	6326260	Core Products	PCTOP	$350 Host Woven Traditions Accessory Bundle Sage	unavailable.jpg		EOL:EOL
$500 Host Exclusive	111		%	0	0	6326260	Core Products	PCTOP	$350 Host Woven Traditions Accessory Bundle Sage	unavailable.jpg		EOL:EOL
$350 Host Exclusive 	111		%	0	0	6326270	Core Products	PCTOP	$350 Host Woven Traditions Accessory Bundle Eggplnt	unavailable.jpg		EOL:EOL
$500 Host Exclusive	111		%	0	0	6326270	Core Products	PCTOP	$350 Host Woven Traditions Accessory Bundle Eggplnt	unavailable.jpg		EOL:EOL
$350 Host Exclusive 	111		%	0	0	6326290	Core Products	PCTOP	$350 Host Woven Traditions Accessory Bundle Ivory	unavailable.jpg		EOL:EOL
$500 Host Exclusive	111		%	0	0	6326290	Core Products	PCTOP	$350 Host Woven Traditions Accessory Bundle Ivory	unavailable.jpg		EOL:EOL
$350 Host Exclusive 	145		%	0	0	6326360	Core Products	PCTOP	8/15 Extended Delivery $350 Host Woven Traditions Casserole Bundle Sage	unavailable.jpg		EOL:EOL
$500 Host Exclusive	145		%	0	0	6326360	Core Products	PCTOP	8/15 Extended Delivery $350 Host Woven Traditions Casserole Bundle Sage	unavailable.jpg		EOL:EOL
$350 Host Exclusive 	145		%	0	0	6326370	Core Products	PCTOP	$350 Host Woven Traditions Casserole Bundle Eggplant	unavailable.jpg		EOL:EOL
$500 Host Exclusive	145		%	0	0	6326370	Core Products	PCTOP	$350 Host Woven Traditions Casserole Bundle Eggplant	unavailable.jpg		EOL:EOL
